student_id,age,gender,study_hours_per_week,attendance_percentage,internet_access,parental_education_level,family_income_level,extra_classes,sleep_hours_per_day,previous_exam_score,final_exam_score,result
2047,18,Male,9,53,1,Higher Secondary,High,0,8.9,29.6,48.2,Pass
2048,15,Female,15,75,1,Higher Secondary,Low,1,7.5,63.8,65.4,Pass
2049,16,Female,2,65,1,Secondary,Medium,1,6.0,23.8,22.5,Fail
2050,15,Male,29,59,0,Primary,High,1,5.9,58.1,70.1,Pass
2051,17,Male,1,94,0,Primary,High,0,6.4,24.8,26.5,Fail
2052,15,Female,10,51,0,Graduate,High,1,6.1,30.2,26.6,Fail
2053,14,Female,2,84,1,No Schooling,Medium,0,8.1,32.4,28.1,Fail
2054,16,Female,12,68,1,Higher Secondary,Medium,1,6.3,40.6,52.1,Pass
2055,15,Male,23,55,1,Secondary,Medium,0,5.5,33.8,45.2,Pass
2056,17,Female,8,68,0,Primary,High,1,7.9,49.3,48.5,Pass
2057,17,Female,5,100,0,Higher Secondary,Medium,1,8.3,47.6,52.6,Pass
2058,15,Male,22,57,0,Secondary,High,0,6.1,51.6,55.8,Pass
2059,17,Male,28,63,0,Higher Secondary,Low,1,7.3,65.0,62.7,Pass
2060,18,Male,1,59,1,Secondary,Medium,0,4.3,19.0,18.3,Fail
2061,18,Female,15,52,0,Higher Secondary,Medium,1,6.6,35.1,36.5,Fail
2062,18,Male,6,87,0,Graduate,High,1,4.2,21.3,11.5,Fail
2063,14,Male,12,78,1,No Schooling,Medium,1,4.1,65.7,60.4,Pass
2064,15,Male,8,64,0,Higher Secondary,Medium,0,7.1,31.4,31.7,Fail
2065,14,Male,13,72,1,No Schooling,High,1,5.5,33.0,12.9,Fail
2066,17,Female,19,72,1,Higher Secondary,High,0,7.7,42.8,52.1,Pass
2067,14,Male,27,67,1,Primary,High,1,8.5,71.6,76.9,Pass
2068,17,Female,1,95,1,Graduate,Low,1,4.7,40.8,46.5,Pass
2069,17,Female,11,68,1,Graduate,High,0,7.6,32.4,37.3,Fail
2070,16,Female,20,77,0,No Schooling,Medium,1,6.6,47.3,60.8,Pass
2071,18,Male,1,75,0,Primary,Low,1,4.6,23.3,25.5,Fail
2072,17,Female,8,59,1,Secondary,High,0,7.3,13.4,18.5,Fail
2073,16,Male,5,96,0,Graduate,Low,0,7.0,31.5,34.1,Fail
2074,18,Male,17,53,1,Primary,Low,1,6.6,44.7,47.0,Pass
2075,17,Male,8,51,0,Primary,Medium,0,8.6,42.6,36.8,Fail
2076,17,Female,25,52,0,No Schooling,Low,0,6.6,48.6,52.9,Pass
2077,14,Male,10,56,0,Primary,High,1,9.0,39.3,37.2,Fail
2078,14,Male,2,65,0,Primary,Low,0,6.5,38.5,32.4,Fail
2079,18,Male,9,80,0,Secondary,Low,0,4.6,26.8,28.8,Fail
2080,17,Female,24,59,0,No Schooling,Medium,1,6.4,52.5,54.0,Pass
2081,15,Female,23,68,0,No Schooling,Medium,0,4.9,49.5,52.3,Pass
2082,14,Female,3,77,1,Primary,High,0,7.0,13.9,4.1,Fail
2083,18,Male,18,66,1,Secondary,Medium,1,7.5,52.2,46.7,Pass
2084,17,Female,7,77,1,Higher Secondary,High,1,6.3,53.2,42.7,Pass
2085,17,Male,15,68,0,Graduate,High,0,4.5,51.4,61.6,Pass
2086,15,Male,21,86,0,No Schooling,Medium,1,6.3,74.1,73.9,Pass
2087,18,Female,22,72,1,Secondary,Low,0,4.4,51.3,45.8,Pass
2088,17,Male,20,69,1,Secondary,Medium,0,7.4,42.4,63.2,Pass
2089,14,Female,18,62,0,Primary,Low,0,8.0,68.2,64.9,Pass
2090,15,Male,25,62,1,Graduate,Low,0,8.8,61.2,58.2,Pass
2091,18,Female,3,92,1,No Schooling,High,1,4.7,24.0,21.8,Fail
2092,15,Male,28,60,1,Higher Secondary,High,1,6.7,93.6,94.5,Pass
2093,14,Male,23,97,1,Primary,Medium,0,6.8,65.7,56.9,Pass
2094,18,Male,14,64,0,No Schooling,Low,1,8.6,15.7,22.7,Fail
2095,15,Male,24,66,1,No Schooling,Medium,0,7.1,73.3,86.2,Pass
2096,16,Male,2,99,1,Secondary,High,0,4.7,12.6,17.2,Fail
2097,14,Female,14,77,1,Graduate,Low,1,6.2,55.0,47.9,Pass
2098,14,Male,22,68,1,Higher Secondary,Medium,1,7.3,69.8,67.4,Pass
2099,14,Female,11,53,0,Graduate,Medium,0,7.5,39.2,43.6,Pass
2100,16,Female,16,71,1,Secondary,High,1,8.3,68.9,62.6,Pass
2101,16,Female,8,71,1,Higher Secondary,High,0,4.9,46.5,51.0,Pass
2102,17,Male,7,86,1,Higher Secondary,High,1,8.8,62.9,54.7,Pass
2103,15,Male,11,88,1,Primary,High,1,4.3,50.0,49.3,Pass
2104,17,Male,3,83,1,Higher Secondary,Medium,0,8.9,28.3,30.7,Fail
2105,15,Female,17,82,0,No Schooling,High,1,8.3,51.6,54.2,Pass
2106,16,Male,14,93,1,Graduate,High,1,7.3,70.6,69.5,Pass
2107,16,Male,6,91,1,Graduate,Medium,0,7.7,32.9,41.1,Pass
2108,17,Female,8,89,0,Primary,Medium,0,4.4,47.2,26.9,Fail
2109,18,Female,22,82,1,Higher Secondary,Low,0,4.2,52.0,53.7,Pass
2110,17,Female,5,61,0,Secondary,Medium,0,4.5,17.4,36.2,Fail
2111,15,Female,27,51,1,No Schooling,Low,0,4.4,70.6,65.7,Pass
2112,17,Female,28,77,0,Primary,High,0,6.7,69.5,75.8,Pass
2113,14,Female,8,59,0,Higher Secondary,Low,1,5.1,13.1,30.4,Fail
2114,15,Male,2,71,1,Secondary,Low,0,8.3,18.8,14.0,Fail
2115,15,Female,15,66,0,Higher Secondary,High,0,6.2,16.6,26.4,Fail
2116,18,Male,12,75,1,Primary,High,0,7.5,39.7,29.8,Fail
2117,16,Male,17,52,0,Secondary,High,1,7.3,43.4,49.2,Pass
2118,15,Male,1,56,0,Secondary,Low,0,5.6,13.6,18.8,Fail
2119,16,Female,15,93,1,Secondary,Medium,0,5.2,65.5,62.7,Pass
2120,17,Male,14,57,0,Secondary,Medium,1,5.7,47.2,59.0,Pass
2121,14,Female,20,69,1,Higher Secondary,Medium,1,8.0,83.4,76.1,Pass
2122,18,Female,22,61,0,Secondary,High,0,6.9,56.6,50.6,Pass
2123,16,Male,16,84,0,Higher Secondary,High,1,5.3,59.7,47.9,Pass
2124,15,Female,29,66,1,Secondary,Medium,1,8.1,74.0,71.2,Pass
2125,16,Male,9,77,1,Secondary,High,0,4.3,36.9,36.2,Fail
2126,15,Male,1,90,0,Primary,Low,0,7.5,22.0,41.8,Pass
2127,16,Female,28,59,1,Higher Secondary,Low,0,6.2,60.4,65.5,Pass
2128,15,Male,17,71,1,Higher Secondary,High,1,7.7,52.9,65.6,Pass
2129,17,Male,29,87,0,Graduate,Medium,0,8.6,68.7,73.8,Pass
2130,15,Male,13,82,0,Primary,Medium,1,7.8,55.5,43.8,Pass
2131,15,Female,21,71,1,Higher Secondary,Low,0,6.2,58.8,53.0,Pass
2132,14,Male,26,93,0,Primary,High,1,4.8,66.7,60.7,Pass
2133,15,Female,21,86,1,Primary,Medium,0,8.0,52.9,57.2,Pass
2134,14,Female,5,62,1,Primary,Medium,1,6.3,36.3,36.6,Fail
2135,18,Male,10,76,1,No Schooling,High,0,4.4,31.5,26.9,Fail
2136,14,Male,6,64,1,Higher Secondary,High,0,7.6,26.9,36.4,Fail
2137,17,Female,24,71,1,Primary,Medium,0,5.5,55.0,67.2,Pass
2138,14,Female,19,79,1,No Schooling,High,1,4.2,84.5,68.8,Pass
2139,18,Male,25,92,0,No Schooling,High,1,8.5,57.4,72.0,Pass
2140,17,Male,13,89,1,Secondary,High,0,6.4,41.3,27.3,Fail
2141,16,Female,1,86,0,Secondary,Medium,1,5.4,26.7,4.4,Fail
2142,16,Female,20,83,1,Higher Secondary,Low,0,7.6,53.4,63.8,Pass
2143,14,Female,25,93,0,Secondary,High,1,8.4,80.4,74.9,Pass
2144,14,Female,15,83,0,Higher Secondary,Medium,0,4.0,44.9,61.4,Pass
2145,18,Female,14,97,0,No Schooling,Low,1,7.4,41.9,44.5,Pass
2146,18,Male,8,84,1,No Schooling,Medium,1,7.8,59.5,43.5,Pass
2147,15,Female,10,91,0,Higher Secondary,Medium,1,5.0,49.9,57.4,Pass
2148,18,Female,9,68,0,Secondary,Medium,1,6.4,43.1,46.0,Pass
2149,15,Male,17,57,1,Secondary,Low,1,4.4,57.1,65.5,Pass
2150,17,Male,9,88,0,Higher Secondary,Medium,0,7.7,27.6,28.3,Fail
2151,14,Female,3,82,0,Graduate,Low,1,8.2,34.0,35.6,Fail
2152,17,Female,11,93,1,Secondary,High,1,4.5,60.6,43.6,Pass
2153,18,Male,12,77,0,Primary,Low,1,8.1,39.7,29.2,Fail
2154,17,Female,10,86,0,Secondary,Medium,1,7.9,48.9,52.8,Pass
2155,17,Female,25,97,1,Graduate,Low,0,5.7,75.0,68.2,Pass
2156,17,Male,17,74,0,No Schooling,Medium,1,7.5,38.1,37.5,Fail
2157,18,Female,17,85,0,No Schooling,High,1,4.0,45.7,34.7,Fail
2158,17,Male,25,66,0,No Schooling,Low,0,8.7,34.5,52.6,Pass
2159,15,Male,11,73,0,Secondary,High,0,6.8,40.7,41.9,Pass
2160,18,Male,22,70,1,No Schooling,Low,1,7.1,80.8,70.7,Pass
2161,17,Male,4,51,1,Graduate,Medium,0,7.3,17.4,17.0,Fail
2162,18,Female,7,80,1,Graduate,Low,1,6.8,40.6,44.2,Pass
2163,16,Male,21,93,1,Secondary,High,1,8.3,77.5,53.4,Pass
2164,15,Female,26,82,0,Primary,Low,0,7.0,66.3,74.0,Pass
2165,17,Female,14,79,1,Secondary,High,1,8.5,43.0,50.9,Pass
2166,16,Female,7,61,1,No Schooling,High,0,6.9,47.1,32.3,Fail
2167,16,Female,24,93,0,Secondary,Medium,0,4.9,65.9,49.1,Pass
2168,18,Female,8,61,0,Graduate,Low,1,8.6,33.0,41.2,Pass
2169,16,Male,1,100,0,Secondary,High,1,7.4,35.0,21.3,Fail
2170,15,Male,24,98,1,Secondary,Medium,0,7.5,74.3,85.4,Pass
2171,15,Male,22,73,0,Primary,Medium,1,8.9,53.8,77.5,Pass
2172,14,Male,4,73,0,Graduate,Medium,0,4.4,43.6,38.1,Fail
2173,15,Female,29,60,0,Higher Secondary,High,0,6.1,74.1,74.2,Pass
2174,16,Male,12,62,1,Higher Secondary,Low,0,5.2,39.7,37.9,Fail
2175,15,Female,24,76,1,Graduate,High,0,7.2,62.4,51.6,Pass
2176,18,Female,3,57,1,Higher Secondary,Medium,1,8.0,21.1,22.4,Fail
2177,14,Male,13,59,1,No Schooling,High,1,8.8,38.8,40.6,Pass
2178,16,Male,20,57,1,Higher Secondary,High,1,6.3,43.7,44.7,Pass
2179,14,Male,6,69,1,No Schooling,Medium,1,7.9,35.7,38.8,Fail
2180,16,Male,11,57,1,Graduate,Low,1,8.6,42.2,45.5,Pass
2181,18,Female,23,58,0,Higher Secondary,Medium,1,7.4,41.0,58.2,Pass
2182,14,Female,4,56,0,Higher Secondary,Medium,0,5.2,29.7,23.7,Fail
2183,17,Male,20,63,0,No Schooling,High,1,7.0,45.2,56.3,Pass
2184,16,Female,16,77,1,No Schooling,Medium,0,8.8,54.2,55.9,Pass
2185,17,Female,7,51,1,Secondary,High,0,8.9,36.9,43.2,Pass
2186,14,Female,22,92,0,Primary,Medium,0,7.2,73.7,69.8,Pass
2187,17,Male,29,57,0,Higher Secondary,Medium,1,8.4,76.6,93.5,Pass
2188,17,Female,11,62,1,Primary,Low,0,5.0,54.7,28.1,Fail
2189,14,Male,24,70,1,Primary,Medium,1,5.2,73.2,74.4,Pass
2190,18,Male,1,96,1,Higher Secondary,Low,0,8.8,35.0,39.2,Fail
2191,17,Female,26,77,1,No Schooling,Medium,1,4.7,65.4,55.5,Pass
2192,17,Female,29,84,1,Secondary,Medium,1,5.0,75.5,89.1,Pass
2193,18,Male,27,72,1,Graduate,Medium,1,6.1,86.4,80.9,Pass
2194,17,Female,7,95,1,Higher Secondary,Low,1,6.9,45.0,39.9,Fail
2195,17,Female,12,64,1,Higher Secondary,High,1,7.0,45.1,48.0,Pass
2196,17,Male,7,51,0,Graduate,Low,0,5.5,40.6,43.7,Pass
2197,15,Male,27,100,1,Primary,Medium,1,8.6,76.2,78.7,Pass
2198,18,Male,23,61,1,Secondary,High,1,8.6,52.9,61.3,Pass
2199,17,Male,7,85,1,Primary,Medium,0,6.0,50.3,49.7,Pass
2200,18,Female,10,52,0,Graduate,Low,1,6.2,27.3,39.6,Fail
2201,16,Female,16,54,0,Graduate,Low,1,7.5,49.2,54.0,Pass
2202,16,Male,26,52,1,Secondary,High,1,7.3,64.9,56.1,Pass
2203,17,Male,8,96,0,Graduate,Low,1,5.9,49.0,34.7,Fail
2204,18,Male,9,68,0,Graduate,Medium,1,6.1,14.7,32.0,Fail
2205,18,Female,9,51,0,Secondary,High,0,5.7,36.6,33.8,Fail
2206,18,Male,2,93,1,Higher Secondary,Medium,1,5.2,38.3,26.0,Fail
2207,15,Female,13,86,1,Primary,High,0,6.3,54.5,54.2,Pass
2208,16,Male,13,66,1,Higher Secondary,High,1,7.4,52.3,53.2,Pass
2209,18,Male,23,63,1,Higher Secondary,Medium,0,7.7,59.6,61.7,Pass
2210,18,Male,23,77,1,Primary,Low,0,7.9,56.6,67.8,Pass
2211,15,Female,4,76,1,Higher Secondary,Medium,0,5.9,27.9,16.9,Fail
2212,15,Female,25,59,1,Secondary,Low,1,7.8,62.7,53.1,Pass
2213,18,Female,24,52,0,Primary,Low,1,4.0,58.3,71.0,Pass
2214,14,Male,12,85,1,No Schooling,Medium,0,6.4,42.3,33.7,Fail
2215,18,Female,17,87,1,Higher Secondary,High,1,8.0,69.0,52.8,Pass
2216,18,Female,2,74,1,Graduate,Medium,1,7.2,29.9,25.6,Fail
2217,15,Male,13,71,1,Primary,High,0,6.4,34.0,38.2,Fail
2218,15,Male,29,97,1,No Schooling,Low,1,7.2,86.6,80.0,Pass
2219,18,Female,18,88,1,Graduate,High,0,8.5,75.2,67.9,Pass
2220,18,Female,28,96,1,No Schooling,Medium,1,6.8,67.1,59.4,Pass
2221,18,Female,28,79,1,Higher Secondary,High,0,8.0,67.4,78.2,Pass
2222,15,Female,27,70,0,Graduate,Low,1,8.9,77.1,66.3,Pass
2223,18,Male,15,79,0,Higher Secondary,Low,1,7.5,56.9,55.3,Pass
2224,18,Male,8,77,1,Graduate,High,0,6.9,44.3,43.1,Pass
2225,17,Male,15,80,1,Primary,Low,0,4.2,49.8,52.1,Pass
2226,14,Female,1,75,0,Secondary,Low,1,5.9,2.4,11.1,Fail
2227,16,Female,20,92,1,Secondary,High,0,6.8,63.2,53.4,Pass
2228,14,Male,10,71,1,No Schooling,Low,0,8.0,43.0,40.1,Pass
2229,17,Male,12,70,0,Graduate,High,0,6.2,50.3,41.6,Pass
2230,16,Female,5,50,1,Higher Secondary,High,0,8.8,18.0,12.8,Fail
2231,18,Female,9,86,1,Primary,Low,0,5.4,59.1,52.6,Pass
2232,17,Male,23,62,1,Primary,High,1,7.7,58.0,56.4,Pass
2233,18,Male,8,70,0,Primary,Low,0,6.1,28.2,31.8,Fail
2234,15,Male,16,95,0,Secondary,Low,0,6.4,45.3,46.8,Pass
2235,17,Female,14,58,1,Higher Secondary,Low,0,8.0,51.9,42.9,Pass
2236,15,Female,27,66,0,Primary,Medium,0,5.5,49.3,48.2,Pass
2237,17,Female,25,96,0,Primary,Low,1,4.5,77.6,69.3,Pass
2238,17,Female,13,70,0,No Schooling,High,0,6.6,32.4,27.3,Fail
2239,15,Female,23,80,1,Graduate,High,1,6.6,66.1,73.9,Pass
2240,16,Female,21,88,0,Graduate,High,1,8.0,47.7,65.8,Pass
2241,14,Male,13,71,0,Graduate,Medium,0,8.8,48.7,56.4,Pass
2242,18,Male,5,61,0,No Schooling,Medium,0,4.3,24.3,26.5,Fail
2243,17,Female,16,55,1,Secondary,High,1,7.0,54.1,54.2,Pass
2244,18,Male,26,65,0,No Schooling,High,1,7.4,61.7,58.3,Pass
2245,15,Female,11,75,0,Primary,Medium,1,8.9,49.3,55.7,Pass
2246,18,Male,22,54,1,Higher Secondary,High,0,8.7,51.7,70.0,Pass
2247,15,Female,5,58,0,Primary,Low,1,7.6,37.3,32.8,Fail
2248,18,Male,13,95,0,Primary,Low,0,6.6,53.3,50.0,Pass
2249,14,Male,28,89,0,Higher Secondary,High,1,4.8,75.7,67.1,Pass
2250,14,Female,11,63,1,Graduate,Low,1,5.9,34.4,33.9,Fail
2251,14,Female,25,93,1,No Schooling,High,0,6.9,64.0,56.6,Pass
2252,14,Male,19,91,0,Secondary,Medium,0,7.6,48.1,50.9,Pass
2253,14,Male,3,79,0,Primary,High,1,7.2,47.5,43.0,Pass
2254,14,Female,15,75,0,Primary,Medium,0,7.6,52.8,55.4,Pass
2255,15,Male,7,94,0,Secondary,Low,0,6.1,39.1,38.4,Fail
2256,17,Female,7,78,0,No Schooling,Low,1,7.6,33.3,15.2,Fail
2257,18,Female,6,68,0,Primary,Low,0,4.7,21.5,23.7,Fail
2258,14,Male,3,96,1,Secondary,High,0,4.8,37.5,35.6,Fail
2259,15,Female,13,57,0,Primary,Medium,1,4.8,60.0,52.1,Pass
2260,15,Male,7,72,0,Graduate,Medium,1,8.5,37.2,47.2,Pass
2261,15,Male,5,91,0,Graduate,Low,0,4.4,46.8,36.6,Fail
2262,17,Female,23,84,1,Primary,Low,0,8.0,65.5,70.5,Pass
2263,18,Male,18,80,0,Primary,Medium,0,5.2,56.6,46.6,Pass
2264,17,Female,22,84,1,Graduate,High,1,6.3,61.4,66.7,Pass
2265,16,Female,8,81,0,Primary,Low,1,8.6,39.3,46.6,Pass
2266,15,Female,17,54,0,No Schooling,High,0,6.9,33.4,36.2,Fail
2267,16,Male,20,65,0,No Schooling,Low,0,5.1,52.5,42.2,Pass
2268,14,Female,27,66,0,Higher Secondary,Low,0,5.4,57.9,59.2,Pass
2269,14,Male,1,81,0,No Schooling,High,1,8.6,34.4,23.8,Fail
2270,17,Female,14,87,0,Primary,High,1,6.1,42.2,48.6,Pass
2271,18,Female,17,81,1,Primary,High,0,6.9,57.4,52.4,Pass
2272,16,Female,10,69,0,Secondary,High,0,6.3,37.4,43.7,Pass
2273,18,Male,12,97,0,No Schooling,Medium,0,5.9,48.5,33.3,Fail
2274,17,Male,16,51,0,Graduate,Medium,0,5.1,43.2,38.2,Fail
2275,14,Female,14,69,1,Graduate,Low,1,7.4,47.3,42.3,Pass
2276,18,Female,27,96,0,Higher Secondary,Low,0,7.6,100.0,92.9,Pass
2277,18,Male,16,67,1,Secondary,Low,0,5.4,51.8,33.7,Fail
2278,14,Male,8,50,0,Graduate,Medium,1,7.9,33.1,33.5,Fail
2279,16,Male,23,78,0,Higher Secondary,High,0,8.3,65.3,64.6,Pass
2280,14,Female,28,78,1,No Schooling,Low,0,8.6,63.2,73.5,Pass
2281,18,Male,10,68,1,Secondary,Medium,0,4.8,32.9,33.9,Fail
2282,16,Female,29,93,0,Secondary,Low,0,5.5,79.4,69.8,Pass
2283,16,Male,17,89,1,Primary,Medium,0,8.3,64.1,44.0,Pass
2284,14,Female,27,55,1,No Schooling,High,0,5.0,71.9,64.6,Pass
2285,18,Female,29,93,0,Secondary,Medium,1,4.0,62.1,55.1,Pass
2286,17,Female,18,88,0,Higher Secondary,High,0,8.4,52.1,46.1,Pass
2287,18,Male,20,99,0,Graduate,Low,1,5.6,68.0,57.6,Pass
2288,15,Male,16,95,1,No Schooling,High,1,6.1,67.7,67.3,Pass
2289,17,Male,17,57,0,No Schooling,Medium,1,6.2,52.9,42.6,Pass
2290,16,Female,16,73,0,Secondary,Low,1,8.2,42.4,33.2,Fail
2291,17,Female,19,69,1,Secondary,Low,0,5.7,57.3,51.8,Pass
2292,16,Male,24,63,1,Secondary,Medium,0,8.5,61.1,63.8,Pass
2293,16,Female,24,54,0,Higher Secondary,High,0,7.1,55.4,58.2,Pass
2294,17,Female,8,90,1,Primary,Medium,0,6.6,31.0,27.6,Fail
2295,16,Female,6,89,1,Secondary,High,1,5.6,34.4,30.2,Fail
2296,16,Male,6,83,1,Primary,High,1,5.2,60.0,48.8,Pass
2297,15,Female,21,65,0,Primary,Low,1,7.1,65.9,57.9,Pass
2298,18,Male,29,94,0,No Schooling,High,0,6.2,71.1,81.3,Pass
2299,18,Male,9,56,0,Graduate,Low,1,8.6,34.8,36.9,Fail
2300,15,Male,4,65,1,Graduate,Medium,0,6.5,50.7,49.3,Pass
2301,17,Male,26,56,0,Higher Secondary,Medium,1,6.6,61.3,67.6,Pass
2302,14,Male,12,76,0,Higher Secondary,Low,0,6.1,39.6,30.6,Fail
2303,14,Female,28,63,1,Graduate,Low,1,7.9,61.0,52.8,Pass
2304,14,Male,12,63,1,Graduate,High,1,6.1,42.6,51.0,Pass
2305,15,Male,23,93,0,No Schooling,Low,0,5.3,45.6,44.8,Pass
2306,15,Male,17,82,1,No Schooling,Medium,1,8.3,63.3,60.8,Pass
2307,16,Female,15,82,0,Graduate,Low,1,7.0,64.7,54.4,Pass
2308,14,Female,9,93,0,Secondary,Low,0,7.0,54.1,58.8,Pass
2309,17,Female,7,69,0,Secondary,Low,1,7.1,29.2,31.0,Fail
2310,17,Female,10,96,1,No Schooling,High,1,7.6,28.9,23.4,Fail
2311,14,Male,16,85,1,Primary,Low,1,5.6,60.9,53.9,Pass
2312,14,Male,12,56,0,Graduate,High,1,4.2,53.0,55.4,Pass
2313,14,Female,25,81,0,Higher Secondary,High,0,8.1,45.8,50.2,Pass
2314,15,Female,7,97,0,Secondary,Low,0,4.6,35.9,20.2,Fail
2315,15,Female,18,52,0,Primary,High,1,7.6,51.2,60.1,Pass
2316,15,Female,15,88,1,Secondary,Low,0,4.4,43.5,35.5,Fail
2317,18,Male,6,78,0,Primary,Medium,1,5.9,20.1,10.3,Fail
2318,17,Female,26,73,0,Graduate,Medium,0,4.3,53.5,50.5,Pass
2319,17,Female,12,71,1,Graduate,High,1,6.6,41.6,44.3,Pass
2320,16,Female,11,55,0,Graduate,Medium,1,7.3,19.1,32.1,Fail
2321,15,Female,20,97,0,No Schooling,Low,0,4.9,69.8,66.5,Pass
2322,18,Female,3,73,0,Primary,High,1,5.9,46.9,29.0,Fail
2323,18,Female,2,89,0,Higher Secondary,Low,1,8.7,35.0,39.8,Fail
2324,17,Female,6,72,0,Higher Secondary,High,1,6.2,42.9,43.4,Pass
2325,15,Male,24,87,1,Graduate,High,1,8.0,55.3,65.4,Pass
2326,16,Male,22,59,1,Higher Secondary,High,0,8.6,52.3,50.5,Pass
2327,15,Male,25,65,1,Secondary,High,0,8.9,54.2,58.0,Pass
2328,14,Male,5,60,1,Primary,Medium,0,8.5,32.6,36.0,Fail
2329,15,Male,18,81,0,Primary,Medium,0,5.6,24.3,40.1,Pass
2330,14,Male,16,94,1,Primary,Medium,1,8.8,57.2,49.3,Pass
2331,14,Female,8,55,1,Secondary,High,1,8.1,42.8,55.5,Pass
2332,16,Female,25,73,1,No Schooling,Medium,1,8.2,69.8,70.4,Pass
2333,17,Male,26,82,1,Secondary,High,1,4.1,79.4,80.7,Pass
2334,15,Female,20,100,1,Primary,Medium,0,8.8,57.0,50.6,Pass
2335,14,Male,22,61,1,Primary,High,0,7.9,26.1,44.1,Pass
2336,15,Female,11,76,1,Primary,Medium,0,7.8,53.3,39.8,Fail
2337,17,Female,10,87,1,Higher Secondary,Medium,1,4.4,56.7,48.3,Pass
2338,17,Female,24,67,0,No Schooling,Medium,1,5.2,76.8,75.0,Pass
2339,18,Female,25,94,1,Secondary,High,1,8.8,74.4,79.1,Pass
2340,17,Female,12,88,0,Primary,High,1,6.5,53.6,43.4,Pass
2341,16,Female,21,62,1,Graduate,Medium,0,6.0,76.4,55.0,Pass
2342,14,Male,28,89,1,No Schooling,High,0,8.2,53.2,66.5,Pass
2343,18,Male,6,79,1,Graduate,Low,0,4.4,40.1,30.7,Fail
2344,16,Female,27,98,0,No Schooling,Medium,1,6.1,87.1,77.7,Pass
2345,15,Male,20,90,0,Primary,Medium,0,5.9,59.1,50.9,Pass
2346,14,Female,5,62,1,No Schooling,Low,1,5.7,34.8,31.1,Fail
2347,17,Male,23,83,0,No Schooling,High,0,5.5,44.6,51.5,Pass
2348,14,Female,9,85,1,Primary,High,0,5.1,56.7,55.5,Pass
2349,15,Male,26,79,0,Graduate,High,1,4.9,78.4,57.3,Pass
2350,18,Female,27,74,0,Graduate,Medium,1,7.2,80.5,67.7,Pass
2351,18,Male,29,51,0,Higher Secondary,Medium,1,8.6,63.6,75.1,Pass
2352,18,Female,16,85,1,Graduate,Medium,0,6.5,49.3,32.3,Fail
2353,17,Male,22,67,0,Graduate,Medium,0,5.5,53.0,50.0,Pass
2354,16,Female,14,54,0,No Schooling,Medium,0,4.8,54.2,68.2,Pass
2355,16,Female,22,68,1,Higher Secondary,High,0,8.2,53.8,57.3,Pass
2356,14,Female,8,91,0,Primary,Low,1,8.9,59.1,57.9,Pass
2357,17,Male,27,67,1,Primary,High,0,5.7,62.1,52.0,Pass
2358,18,Male,20,81,1,Secondary,High,1,5.5,53.7,60.2,Pass
2359,18,Male,19,70,0,Higher Secondary,Medium,0,7.0,28.7,37.6,Fail
2360,15,Female,14,59,1,No Schooling,Low,1,7.9,52.4,54.2,Pass
2361,15,Male,7,86,0,Secondary,Low,1,6.3,49.0,46.8,Pass
2362,18,Female,5,98,0,Secondary,High,0,7.2,25.4,23.5,Fail
2363,18,Male,18,71,1,Primary,Low,0,7.6,66.1,66.8,Pass
2364,17,Male,2,62,0,Graduate,High,1,8.8,12.8,10.6,Fail
2365,16,Male,11,66,0,No Schooling,High,0,4.8,43.4,40.8,Pass
2366,15,Male,22,58,1,Higher Secondary,High,1,9.0,66.0,71.9,Pass
2367,16,Female,8,73,1,Secondary,High,0,6.0,47.6,37.6,Fail
2368,17,Male,1,93,0,No Schooling,Medium,0,7.6,9.7,7.8,Fail
2369,18,Male,27,63,1,Primary,Low,0,6.9,73.1,69.9,Pass
2370,16,Female,22,95,1,Secondary,Medium,0,6.4,63.1,71.6,Pass
2371,18,Female,12,57,1,Secondary,Medium,0,7.5,34.7,46.7,Pass
2372,18,Male,2,86,1,Primary,Medium,1,6.0,45.1,41.7,Pass
2373,14,Male,18,68,0,Primary,High,0,4.6,57.0,66.2,Pass
2374,16,Female,7,77,0,Primary,High,1,6.4,18.7,24.6,Fail
2375,16,Female,26,95,1,No Schooling,Medium,1,6.6,62.6,67.7,Pass
2376,18,Female,17,90,0,No Schooling,Medium,1,5.0,69.5,45.4,Pass
2377,17,Male,22,79,1,No Schooling,Low,0,8.7,64.4,59.4,Pass
2378,14,Male,23,56,1,Graduate,Medium,1,5.1,61.1,65.3,Pass
2379,18,Male,14,75,0,Secondary,High,1,6.0,38.6,48.5,Pass
2380,15,Female,24,89,0,No Schooling,Medium,1,4.8,72.1,57.9,Pass
2381,15,Female,7,95,0,Graduate,Low,1,6.7,56.2,46.6,Pass
2382,14,Female,22,95,0,Secondary,Low,1,5.5,89.7,95.3,Pass
2383,17,Male,25,60,1,No Schooling,Medium,1,6.4,60.0,63.0,Pass
2384,18,Female,29,63,1,Primary,Low,0,5.1,74.2,85.4,Pass
2385,16,Male,3,70,0,Higher Secondary,Low,1,4.3,49.0,39.7,Fail
2386,14,Female,27,57,1,No Schooling,High,1,7.9,51.1,66.2,Pass
2387,17,Male,6,52,0,Higher Secondary,Low,0,7.2,42.6,31.7,Fail
2388,16,Male,20,77,0,No Schooling,Low,1,5.7,60.1,46.0,Pass
2389,15,Female,2,78,0,Primary,Medium,0,4.2,27.1,28.7,Fail
